Index,Lat,Lon
1,40.183077,-74.700908
2,40.137504,-74.587685
3,39.770239,-74.389082
4,39.596265,-74.390156
5,39.544484,-74.436619
6,39.9947,-75.048262
7,39.729351,-74.735856
8,39.607871,-74.877336
9,39.956341,-75.128556
10,39.514657,-74.985185
11,39.666316,-75.198725
12,39.689936,-75.325369
13,39.784632,-75.425922
